year,country1,country2,r,p,n
2015,CZ,LU,0.5026388858921563,0.0,8069
2015,CZ,LV,0.21077365788837527,1.0486007776928189e-81,8069
2015,CZ,NL,0.3322892139031673,2.9648170903131355e-207,8069
2015,CZ,NO,0.18496111371837134,5.049619685882071e-63,8069
2015,CZ,PL,0.6475314321208905,0.0,8069
2015,CZ,PT,0.0016393188118166068,0.8829478138123079,8069
2015,CZ,RO,0.09069975206843485,3.2705215728921983e-16,8069
2015,CZ,SE,0.2148807546507526,6.376626596393663e-85,8069
2015,CZ,SI,-0.05993780617581715,7.121424873714266e-08,8069
2015,CZ,SK,,,8069
2015,DE,DK,0.6426562356216214,0.0,8069
2015,DE,EE,0.21959795332267565,1.0645305726549638e-88,8069
2015,DE,ES,-0.07998889623317702,6.217305987973444e-13,8069
2015,DE,FI,0.15253757986681166,3.3313439002477516e-43,8069
2015,DE,FR,0.5772743286080034,0.0,8069
2015,DE,GB,0.53509808023119,0.0,8069
2015,DE,GR,-0.0949714621744646,1.2408806523498598e-17,8069
2015,DE,HU,0.11295710151644002,2.4943263702006987e-24,8069
2015,DE,IE,0.3575470973813478,6.160955587221148e-242,8069
2015,DE,IT,0.031247747396478634,0.004998023386943578,8069
2015,DE,LT,0.4522668495794402,0.0,8069
2015,DE,LU,0.7127300477667184,0.0,8069
2015,DE,LV,0.31924027222207024,1.416284204681269e-190,8069
2015,DE,NL,0.7518301484086091,0.0,8069
2015,DE,NO,0.2543911901659113,2.2132128268090441e-119,8069
2015,DE,PL,0.7029420144116726,0.0,8069
2015,DE,PT,-0.06383787469456875,9.502946306037504e-09,8069
2015,DE,RO,0.00530172699183671,0.6339525272208794,8069
2015,DE,SE,0.35183801411990223,8.167097051842071e-234,8069
2015,DE,SI,-0.08856970232152953,1.5811089961020948e-15,8069
2015,DE,SK,,,8069
2015,DK,EE,0.27945393031289567,1.1594372166514073e-144,8069
2015,DK,ES,-0.07650061573840429,5.948071635537929e-12,8069
2015,DK,FI,0.13888245512468272,4.844232578543602e-36,8069
2015,DK,FR,0.22837421807820005,5.745729148006638e-96,8069
2015,DK,GB,0.3808274497412034,7.80393076143976e-277,8069
2015,DK,GR,-0.09257375844291356,7.929466944560548e-17,8069
2015,DK,HU,0.06701358587424908,1.6857545859102766e-09,8069
2015,DK,IE,0.26197025689290093,9.708368701895122e-127,8069
2015,DK,IT,0.016830076500306382,0.1306156877333087,8069
2015,DK,LT,0.4437150780034584,0.0,8069
2015,DK,LU,0.28346272534034184,5.8209086251687844e-149,8069
2015,DK,LV,0.40996721116874524,0.0,8069
2015,DK,NL,0.4301645429488065,0.0,8069
2015,DK,NO,0.38742156040098547,2.982413738057383e-287,8069
2015,DK,PL,0.5719994222885281,0.0,8069
2015,DK,PT,-0.09943571562293653,3.4631414745749354e-19,8069
2015,DK,RO,-0.009029342494697556,0.41737993966909676,8069
2015,DK,SE,0.5793217150388703,0.0,8069
2015,DK,SI,0.006589495181401207,0.553962193368102,8069
2015,DK,SK,,,8069
2015,EE,ES,0.08660707148168643,6.536043717528298e-15,8069
2015,EE,FI,0.525979061639375,0.0,8069
2015,EE,FR,0.17892185270422398,4.999998065200102e-59,8069
2015,EE,GB,0.2001345338152757,1.0933428243758965e-73,8069
2015,EE,GR,0.10001380189908536,2.1528346774684966e-19,8069
2015,EE,HU,-0.007189680487773555,0.5184476709000554,8069
2015,EE,IE,0.18759877929970817,8.201004234187536e-65,8069
2015,EE,IT,0.08930017478540168,9.248768252463466e-16,8069
2015,EE,LT,0.5360992376452662,0.0,8069
2015,EE,LU,0.13474660117890788,5.229033790775065e-34,8069
2015,EE,LV,0.7016862114485024,0.0,8069
2015,EE,NL,0.12782137520864442,9.597514854554821e-31,8069
2015,EE,NO,0.3809321304750576,5.355576559592027e-277,8069
2015,EE,PL,0.2640556105982121,8.305235438643767e-129,8069
2015,EE,PT,0.07032890764429862,2.543323348791229e-10,8069
2015,EE,RO,0.05945358061870963,9.068020720057397e-08,8069
2015,EE,SE,0.5660409232296634,0.0,8069
2015,EE,SI,0.011738778226478353,0.2917275633665421,8069
2015,EE,SK,,,8069
2015,ES,FI,0.04431577969588827,6.830321236338356e-05,8069
2015,ES,FR,0.17318059564853866,2.330527164845362e-55,8069
2015,ES,GB,0.0001307190262645476,0.9906327640419396,8069
2015,ES,GR,0.07313131428470424,4.800307442834802e-11,8069
2015,ES,HU,0.12080617734405896,1.287073417446304e-27,8069
2015,ES,IE,0.013867407561473177,0.21293221450127411,8069
2015,ES,IT,0.2717967070704069,1.1979785917192025e-136,8069
2015,ES,LT,-0.09368659094042395,3.372286539421093e-17,8069
2015,ES,LU,-0.038629138099469426,0.0005190629922532628,8069
2015,ES,LV,-0.09011516446465355,5.05863172900411e-16,8069
2015,ES,NL,-0.1388728024614398,4.898280761818707e-36,8069
2015,ES,NO,0.05514061867747795,7.190244162874999e-07,8069
2015,ES,PL,-0.12518538783164962,1.5077934107573616e-29,8069
2015,ES,PT,0.7401064200072821,0.0,8069
2015,ES,RO,0.04411699421772569,7.363004280111015e-05,8069
2015,ES,SE,-0.017233452509112547,0.12164276078705943,8069
2015,ES,SI,0.05525581618029455,6.816381087843426e-07,8069
2015,ES,SK,,,8069
2015,FI,FR,0.20339275893814984,4.274659707894253e-76,8069
2015,FI,GB,0.20511781052479966,2.1830593710491616e-77,8069
2015,FI,GR,0.1354123948685085,2.485247156204052e-34,8069
2015,FI,HU,-0.027644521590309196,0.013015999721246192,8069
2015,FI,IE,0.14031858261315072,9.214348744295993e-37,8069
2015,FI,IT,0.04588687855440986,3.732522991906938e-05,8069
2015,FI,LT,0.27040252395372555,3.2351175172677264e-135,8069
2015,FI,LU,0.12387880500699114,5.779104643698729e-29,8069
2015,FI,LV,0.3391072871249841,2.6660553369270806e-216,8069
2015,FI,NL,0.16580052713304783,7.910228859124517e-51,8069
2015,FI,NO,0.451760773971662,0.0,8069
2015,FI,PL,0.15742507775375514,6.165509425656451e-46,8069
2015,FI,PT,0.07245513671236731,7.219315453900461e-11,8069
2015,FI,RO,0.08730101553261882,3.971375904896922e-15,8069
2015,FI,SE,0.5732284554769767,0.0,8069
2015,FI,SI,0.07251528718782396,6.9629794197199e-11,8069
2015,FI,SK,,,8069
2015,FR,GB,0.42994377541935885,0.0,8069
2015,FR,GR,-0.05103668628130205,4.5012900313015695e-06,8069
2015,FR,HU,0.07415249508722835,2.5739059607094802e-11,8069
2015,FR,IE,0.29740745621739784,1.7660278596443625e-164,8069
2015,FR,IT,0.0867528779550592,5.888343570981075e-15,8069
2015,FR,LT,0.2140935575706391,2.6683220820685443e-84,8069
2015,FR,LU,0.8172320092026115,0.0,8069
2015,FR,LV,0.14158062848715744,2.1124151859669746e-37,8069
2015,FR,NL,0.4965256455513052,0.0,8069
2015,FR,NO,0.2252865584308934,2.2493900821183285e-93,8069
2015,FR,PL,0.31119201886115566,1.0740434309672752e-180,8069
2015,FR,PT,0.09441340076182737,1.9188252460780502e-17,8069
2015,FR,RO,0.04670839641362423,2.7006294763911395e-05,8069
2015,FR,SE,0.20919566050626084,1.730984227697826e-80,8069
2015,FR,SI,-0.0541099534069675,1.1539925174851514e-06,8069
2015,FR,SK,,,8069
2015,GB,GR,0.018924962385606647,0.08915480848521198,8069
2015,GB,HU,-0.08830644528266775,1.9161377284175316e-15,8069
2015,GB,IE,0.6933218981859111,0.0,8069
2015,GB,IT,-0.0350321768640433,0.0016476590674619858,8069
2015,GB,LT,0.31437218148623697,1.4582111800386999e-184,8069
2015,GB,LU,0.3997733928489604,2.0177991311867025e-307,8069
2015,GB,LV,0.2501790924966512,2.1294853565488318e-115,8069
2015,GB,NL,0.6082534195620801,0.0,8069
2015,GB,NO,0.28420405611460636,9.164125099216419e-150,8069
2015,GB,PL,0.35389959673204835,9.96313786461217e-237,8069
2015,GB,PT,-0.009106138977065921,0.41342973488649365,8069
2015,GB,RO,0.03280898283080017,0.0032036567003252345,8069
2015,GB,SE,0.30256171054963765,1.9354779677338574e-170,8069
2015,GB,SI,-0.05882049435349197,1.2402366645192782e-07,8069
2015,GB,SK,,,8069
2015,GR,HU,-0.014228444311953543,0.20125864342275776,8069
2015,GR,IE,0.015602250731780953,0.16110014156959196,8069
2015,GR,IT,0.18615910777875166,7.832203357867689e-64,8069
2015,GR,LT,-0.00390156794685239,0.7260268418602595,8069
2015,GR,LU,-0.08830785367042748,1.914171512931076e-15,8069
2015,GR,LV,0.040872490448537094,0.0002402418438852098,8069
2015,GR,NL,-0.06821137421768123,8.598813010322602e-10,8069
2015,GR,NO,0.08078429516815315,3.6642935716052175e-13,8069
2015,GR,PL,-0.06254252340264874,1.880175907490607e-08,8069
2015,GR,PT,0.061199509091248126,3.7612247346382856e-08,8069
2015,GR,RO,0.24018198411573224,3.038840000280588e-106,8069
2015,GR,SE,0.06465234011496536,6.145578751578609e-09,8069
2015,GR,SI,0.09731520828043867,1.9345944575560216e-18,8069
2015,GR,SK,,,8069
2015,HU,IE,0.017019368298789528,0.12634302817932974,8069
2015,HU,IT,0.3622246442104367,1.0204811371003415e-248,8069
2015,HU,LT,-0.003796427125364094,0.733124373994165,8069
2015,HU,LU,0.07922261905417821,1.0296913976915413e-12,8069
2015,HU,LV,-0.0506017832894401,5.4249154996507635e-06,8069
2015,HU,NL,-0.0529491207547114,1.9465611053020824e-06,8069
2015,HU,NO,0.019270707486203114,0.08346350352051948,8069
2015,HU,PL,0.16246076985253757,7.595571656717678e-49,8069
2015,HU,PT,0.017331726898142812,0.11953142677670134,8069
2015,HU,RO,0.11058719465296474,2.2169599823871025e-23,8069
2015,HU,SE,-0.01828953669054546,0.10042674448464993,8069
2015,HU,SI,-0.026160992171667112,0.018772524779079047,8069
2015,HU,SK,,,8069
2015,IE,IT,0.05169258761913962,3.387473693555721e-06,8069
2015,IE,LT,0.26943393983480596,3.1575951733702867e-134,8069
2015,IE,LU,0.2641871901144505,6.141158780883158e-129,8069
2015,IE,LV,0.21669969345659681,2.283752575006631e-86,8069
2015,IE,NL,0.3147496722465696,5.0304012689783656e-185,8069
2015,IE,NO,0.214908825419537,6.058674266772426e-85,8069
2015,IE,PL,0.2821398041497467,1.554826780192809e-147,8069
2015,IE,PT,0.02801374104767355,0.011852304394561452,8069
2015,IE,RO,0.04987437572099591,7.388043804213097e-06,8069
2015,IE,SE,0.24626712274320722,9.130246791265492e-112,8069
2015,IE,SI,-0.01917821138137548,0.08495645782074084,8069
2015,IE,SK,,,8069
2015,IT,LT,0.0008767882771828157,0.9372333748951671,8069
2015,IT,LU,0.023294195271376102,0.0364008118800795,8069
2015,IT,LV,-0.005996382319079556,0.5901890441587572,8069
2015,IT,NL,-0.08319381472307305,7.1589885223689e-14,8069
2015,IT,NO,0.058796540023174325,1.2549404203132917e-07,8069
2015,IT,PL,0.025635526511536503,0.021290109584386152,8069
2015,IT,PT,0.15571193919021714,5.727936380756177e-45,8069
2015,IT,RO,0.2965060339864072,1.891588375535866e-163,8069
2015,IT,SE,0.02536425358476377,0.022701334350336843,8069
2015,IT,SI,0.16596014957204155,6.34431610896717e-51,8069
2015,IT,SK,,,8069
2015,LT,LU,0.2636269413313952,2.21791604284988e-128,8069
2015,LT,LV,0.7988193317559326,0.0,8069
2015,LT,NL,0.27289204552138996,8.868850743983614e-138,8069
2015,LT,NO,0.31135168556719045,6.88649621181876e-181,8069
2015,LT,PL,0.7035620340111277,0.0,8069
2015,LT,PT,-0.05166407029377902,3.4298427254389092e-06,8069
2015,LT,RO,0.013573614216855196,0.2227862705273901,8069
2015,LT,SE,0.5508346788009229,0.0,8069
2015,LT,SI,-0.04926547338934461,9.537461072605158e-06,8069
2015,LT,SK,,,8069
2015,LU,LV,0.17088052573752205,6.334998213008245e-54,8069
2015,LU,NL,0.5653482957972605,0.0,8069
2015,LU,NO,0.15406434664147278,4.77093158338816e-44,8069
2015,LU,PL,0.40523202911302564,1.2979224e-316,8069
2015,LU,PT,-0.05109755227501992,4.384718266045053e-06,8069
2015,LU,RO,0.008503372800177286,0.44502628323399823,8069
2015,LU,SE,0.17408408450313612,6.288164848947768e-56,8069
2015,LU,SI,-0.08722603298100808,4.1918212041367575e-15,8069
2015,LU,SK,,,8069
2015,LV,NL,0.2094210053545914,1.1614785902356381e-80,8069
2015,LV,NO,0.33682471201988695,3.019882713848618e-213,8069
2015,LV,PL,0.47865413577971117,0.0,8069
2015,LV,PT,-0.06578956268447961,3.314471572392326e-09,8069
2015,LV,RO,0.007676329818236488,0.49054030977219987,8069
2015,LV,SE,0.5821136243312337,0.0,8069
2015,LV,SI,0.006064637783469434,0.5859649939313778,8069
2015,LV,SK,,,8069
2015,NL,NO,0.1664800550408518,3.087958742528783e-51,8069
2015,NL,PL,0.4002382877071595,3.3788502952067486e-308,8069
2015,NL,PT,-0.09617270075965578,4.813810646239583e-18,8069
2015,NL,RO,-0.02769010390365123,0.012867067904907197,8069
2015,NL,SE,0.2360850612778132,1.2991684742038705e-102,8069
2015,NL,SI,-0.050689777763013824,5.224499304181332e-06,8069
2015,NL,SK,,,8069
2015,NO,PL,0.2609024385923324,1.0932355218613202e-125,8069
2015,NO,PT,0.014112629318629763,0.20495136513171502,8069
2015,NO,RO,0.10855277643455372,1.3935185362715461e-22,8069
2015,NO,SE,0.6391413061061023,0.0,8069
2015,NO,SI,0.08035086637447998,4.89086736100426e-13,8069
2015,NO,SK,,,8069
2015,PL,PT,-0.07597794446095446,8.272950198091162e-12,8069
2015,PL,RO,0.052769288126994586,2.108789146849227e-06,8069
2015,PL,SE,0.4637696110761127,0.0,8069
2015,PL,SI,-0.07770146587116511,2.764108358174673e-12,8069
2015,PL,SK,,,8069
2015,PT,RO,0.003655857998762514,0.7426491475676057,8069
2015,PT,SE,-0.01571809713087859,0.15801250905244998,8069
2015,PT,SI,0.022786082713031095,0.040680866505106494,8069
2015,PT,SK,,,8069
2015,RO,SE,0.08031472253139457,5.009713460798104e-13,8069
2015,RO,SI,0.1973213497345854,1.2134946881024358e-71,8069
2015,RO,SK,,,8069
2015,SE,SI,0.06567226984151321,3.5340941177654376e-09,8069
2015,SE,SK,,,8069
2015,SI,SK,,,8069
2016,AT,BE,0.02994892906316031,0.006928765909196273,8128
2016,AT,BG,0.09414090528257726,1.8175146889791837e-17,8128
2016,AT,CH,0.15374065372600854,3.550188903172681e-44,8128
2016,AT,CZ,0.5249054766048702,0.0,8128
2016,AT,DE,0.2051420535616735,5.867081037372629e-78,8128
2016,AT,DK,0.06671077173397844,1.7428847206544655e-09,8128
2016,AT,EE,0.07783171578023874,2.1172976032897677e-12,8128
2016,AT,ES,0.05524209651383154,6.247212178080603e-07,8128
2016,AT,FI,0.06806756515862122,8.105833581403926e-10,8128
2016,AT,FR,0.13373171803552772,9.439712495198226e-34,8128
2016,AT,GB,0.024178689952506178,0.029270557338780086,8128
2016,AT,GR,0.027162425014272743,0.014328724089568404,8128
2016,AT,HU,0.8304324793631281,0.0,8128
2016,AT,IE,0.024582819104001452,0.026673122804701164,8128
2016,AT,IT,0.3026839129316508,8.153404726295171e-172,8128
2016,AT,LT,0.08408935886803139,3.116264029463489e-14,8128
2016,AT,LU,0.09834313745193468,6.314902929941858e-19,8128
2016,AT,LV,0.0778740354005852,2.0599486824974746e-12,8128
2016,AT,NL,0.07642972220500133,5.215381028656728e-12,8128
2016,AT,NO,0.0018971930009802768,0.8642111203134311,8128
2016,AT,PL,0.31423138277675217,1.0058379928871855e-185,8128
2016,AT,PT,0.0019911290929018072,0.8575579531872413,8128
2016,AT,RO,0.13834464984434575,5.0586180566430644e-36,8128
2016,AT,SE,0.08263058579210597,8.57307949467605e-14,8128
2016,AT,SI,-0.02167475155802543,0.050698219242623875,8128
2016,AT,SK,,,8128
2016,BE,BG,0.025753819552617734,0.020239697889057565,8128
2016,BE,CH,0.37967415485792155,4.941434308535099e-277,8128
2016,BE,CZ,0.2630409153122124,1.0178050683195762e-128,8128
2016,BE,DE,0.5805973145939232,0.0,8128
2016,BE,DK,0.33097201888729566,5.0725319340158534e-207,8128
2016,BE,EE,0.1589914742332021,3.6780464654016024e-47,8128
2016,BE,ES,0.06223338053472715,1.9627042494322172e-08,8128
2016,BE,FI,0.1518414868734757,4.019072237170998e-43,8128
2016,BE,FR,0.716476387032268,0.0,8128
2016,BE,GB,0.6244668598399623,0.0,8128
2016,BE,GR,-0.023183272336252322,0.036612670028895525,8128
2016,BE,HU,0.02864338384063679,0.009809048884593082,8128
2016,BE,IE,0.34708261073088015,8.015541556880872e-229,8128
2016,BE,IT,0.0788028948609695,1.1233494809281376e-12,8128
2016,BE,LT,0.1485274759518867,2.574022270063266e-41,8128
2016,BE,LU,0.7229554731655404,0.0,8128
2016,BE,LV,0.11888460466006312,5.637711445481569e-27,8128
2016,BE,NL,0.7514308982413048,0.0,8128
2016,BE,NO,0.25106712841892864,4.560500144079449e-117,8128
2016,BE,PL,0.22644927584076305,5.061805273965105e-95,8128
2016,BE,PT,0.058936746593698346,1.0533444196003374e-07,8128
2016,BE,RO,-0.031472501262658395,0.004544227167543919,8128
2016,BE,SE,0.21067914758671727,3.24029250824067e-82,8128
2016,BE,SI,-0.13223288756354307,4.9643198714418916e-33,8128
2016,BE,SK,,,8128
2016,BG,CH,0.08898253560372661,9.208706069896198e-16,8128
2016,BG,CZ,0.04391404482271533,7.482722162738826e-05,8128
2016,BG,DE,0.06140993564274684,3.010640816725882e-08,8128
2016,BG,DK,0.08061597221971656,3.3705803746727033e-13,8128
2016,BG,EE,0.1004486507574758,1.110323395932835e-19,8128
2016,BG,ES,0.05893389820436698,1.0548351803544026e-07,8128
2016,BG,FI,0.18609545839257893,3.047201907976649e-64,8128
2016,BG,FR,0.08018325639259802,4.5033591292718203e-13,8128
2016,BG,GB,0.09444066300802181,1.4371136146108065e-17,8128
2016,BG,GR,0.31145537731879824,2.5335313628528674e-182,8128
2016,BG,HU,0.09442896667982822,1.450362577977709e-17,8128
2016,BG,IE,0.02869103604591762,0.00968754297329179,8128
2016,BG,IT,0.2565004769719448,2.80856207644952e-122,8128
2016,BG,LT,0.08886390676024167,1.0052768055011886e-15,8128
2016,BG,LU,0.05414995616124833,1.0356271033629191e-06,8128
2016,BG,LV,0.08796555667054926,1.9457324005262062e-15,8128
2016,BG,NL,0.028806506446014565,0.009398657025590585,8128
2016,BG,NO,0.1602175508083018,7.139447988058725e-48,8128
2016,BG,PL,0.10649507312199005,6.1487864935583595e-22,8128
2016,BG,PT,0.08002359511202811,5.009543047747473e-13,8128
2016,BG,RO,0.7105420308515636,0.0,8128
2016,BG,SE,0.1408453937613266,2.7535326760325284e-37,8128
2016,BG,SI,0.09429487399474173,1.611139692504927e-17,8128
2016,BG,SK,,,8128
2016,CH,CZ,0.2551078619208681,6.2524776245870855e-121,8128
2016,CH,DE,0.33099504369508836,4.7314185764830586e-207,8128
2016,CH,DK,0.15021499811216618,3.132508955003302e-42,8128
2016,CH,EE,0.1429753347781205,2.2121940556290675e-38,8128
2016,CH,ES,0.20494841668999064,8.224303427175725e-78,8128
2016,CH,FI,0.11685589439029392,4.1136801135571843e-26,8128
2016,CH,FR,0.5849075696887148,0.0,8128
2016,CH,GB,0.19107304940571124,1.0904510975810095e-67,8128
2016,CH,GR,-0.015321815683517233,0.16721336603264073,8128
2016,CH,HU,0.17761365009742458,1.3606412781095187e-58,8128
2016,CH,IE,0.0932861754843409,3.536045320088243e-17,8128
2016,CH,IT,0.2684910544660315,3.151510707196793e-134,8128
2016,CH,LT,0.12337519979443182,6.12406886418011e-29,8128
2016,CH,LU,0.5003269230546226,0.0,8128
2016,CH,LV,0.0806875518775611,3.2123715853493587e-13,8128
2016,CH,NL,0.20530772607132797,4.393479968451978e-78,8128
2016,CH,NO,0.11807791233999633,1.2477120261083845e-26,8128
2016,CH,PL,0.19510071565666304,1.5058486732343893e-70,8128
2016,CH,PT,0.10592702773563056,1.0148738336432183e-21,8128
2016,CH,RO,0.07914530109608298,8.9674783947888e-13,8128
2016,CH,SE,0.11165577184038585,5.7302480938606715e-24,8128
2016,CH,SI,-0.06354523934913549,9.816925161617506e-09,8128
2016,CH,SK,,,8128
2016,CZ,DE,0.7048573048678899,0.0,8128
2016,CZ,DK,0.36179980605567086,6.766869833170376e-250,8128
2016,CZ,EE,0.2484421953572309,1.3524088461966645e-114,8128
2016,CZ,ES,-0.043827391378607694,7.731682583377073e-05,8128
2016,CZ,FI,0.17927328106231644,1.1225952191550189e-59,8128
2016,CZ,FR,0.26557779852485675,2.8804236730764555e-131,8128
2016,CZ,GB,0.22911388460287133,2.7546006593533114e-97,8128
2016,CZ,GR,-0.07336901520603836,3.531177620849308e-11,8128
2016,CZ,HU,0.3892617058068327,2.6156811491144386e-292,8128
2016,CZ,IE,0.13156173937655147,1.0374656741932409e-32,8128
2016,CZ,IT,0.13844481962849015,4.5065338804071995e-36,8128
2016,CZ,LT,0.3171067330832247,2.759676543976048e-189,8128
2016,CZ,LU,0.4029945504095405,4.262770883e-315,8128
2016,CZ,LV,0.2518096641332308,9.002896204223767e-118,8128
2016,CZ,NL,0.37189036429803957,5.284987601161408e-265,8128
